,用户ID (User ID),用户行为 (User behaviour),博主ID (Blogger ID),时间 (Time),当前博主观看数,当前博主点赞数,当前博主评论数,当前博主关注数,当前博主互动数
2095788,U9,1,B16,2024-07-20 16:21:10,15802,9884,2945,1116,29747
2095793,U9,2,B16,2024-07-20 16:21:10,15802,9885,2945,1116,29748
2104205,U22405,1,B52,2024-07-20 16:47:18,20249,14356,5127,616,40348
2104206,U22405,2,B52,2024-07-20 16:47:18,20249,14357,5127,616,40349
2104293,U9,1,B68,2024-07-20 16:47:33,6660,2768,1677,605,11710
2104298,U9,2,B68,2024-07-20 16:47:33,6660,2769,1677,605,11711
2104478,U22405,2,B42,2024-07-20 16:48:01,20675,13556,5570,571,40372
2104482,U22405,1,B42,2024-07-20 16:48:01,20676,13556,5570,571,40373
2104633,U22405,1,B47,2024-07-20 16:48:36,27196,19725,6820,702,54443
2104635,U22405,2,B47,2024-07-20 16:48:36,27196,19726,6820,702,54444
2104784,U22405,1,B44,2024-07-20 16:49:06,28490,17609,7026,1487,54612
2104983,U22405,2,B59,2024-07-20 16:49:48,32992,23424,8462,1048,65926
2104984,U22405,1,B59,2024-07-20 16:49:48,32993,23424,8462,1048,65927
2105262,U22405,1,B45,2024-07-20 16:50:52,28005,19268,7323,1186,55782
2105266,U22405,2,B45,2024-07-20 16:50:52,28005,19269,7323,1186,55783
2106555,U9,1,B24,2024-07-20 16:55:25,27857,16164,5262,1422,50705
2106557,U9,2,B24,2024-07-20 16:55:25,27857,16165,5262,1422,50706
2113086,U9,3,B3,2024-07-20 17:16:26,38797,21582,5999,2087,68465
2113087,U9,1,B3,2024-07-20 17:16:26,38798,21582,5999,2087,68466
2117679,U9,3,B13,2024-07-20 17:33:39,44253,25630,8211,2571,80665
2117685,U9,1,B13,2024-07-20 17:33:39,44254,25630,8211,2571,80666
2120891,U16,1,B24,2024-07-20 17:47:59,28059,16289,5323,1440,51111
2120894,U16,2,B24,2024-07-20 17:47:59,28059,16290,5323,1440,51112
2124806,U16,2,B2,2024-07-20 18:02:59,39214,20579,7679,1940,69412
2124809,U16,1,B2,2024-07-20 18:02:59,39215,20579,7679,1940,69413
2125226,U16,1,B3,2024-07-20 18:04:44,39043,21730,6044,2108,68925
2125227,U16,2,B3,2024-07-20 18:04:44,39043,21731,6044,2108,68926
2125548,U16,1,B6,2024-07-20 18:05:52,17870,9409,2668,1051,30998
2130476,U48420,1,B7,2024-07-20 18:23:13,37837,22526,7104,2144,69611
2130479,U48420,2,B7,2024-07-20 18:23:13,37837,22527,7104,2144,69612
2130751,U9,2,B12,2024-07-20 18:24:05,33071,16242,5917,2003,57233
2130754,U9,1,B12,2024-07-20 18:24:05,33072,16242,5917,2003,57234
2131142,U48420,1,B13,2024-07-20 18:25:23,44512,25784,8268,2590,81154
2133819,U48420,1,B15,2024-07-20 18:34:59,74931,38614,17186,3198,133929
2133820,U48420,2,B15,2024-07-20 18:34:59,74931,38615,17186,3198,133930
2133823,U48420,3,B15,2024-07-20 18:34:59,74931,38615,17187,3198,133931
2134670,U48420,2,B24,2024-07-20 18:38:28,28241,16395,5374,1450,51460
2134672,U48420,1,B24,2024-07-20 18:38:28,28242,16395,5374,1450,51461
2134844,U48420,1,B34,2024-07-20 18:39:07,14433,7072,2820,1103,25428
2135603,U9,1,B23,2024-07-20 18:41:54,34141,19277,5680,2031,61129
2135607,U9,2,B23,2024-07-20 18:41:54,34141,19278,5680,2031,61130
2135984,U9,2,B24,2024-07-20 18:43:14,28265,16412,5379,1452,51508
2135985,U9,1,B24,2024-07-20 18:43:14,28266,16412,5379,1452,51509
2137899,U9,1,B8,2024-07-20 18:50:40,17612,12078,2945,1065,33700
2138657,U9,1,B2,2024-07-20 18:53:26,39484,20732,7739,1947,69902
2141181,U9,2,B13,2024-07-20 19:03:30,44730,25909,8330,2612,81581
2141184,U9,1,B13,2024-07-20 19:03:30,44731,25909,8330,2612,81582
2143248,U9,1,B4,2024-07-20 19:11:39,39582,20482,7979,2231,70274
2147675,U9,1,B6,2024-07-20 19:28:58,18198,9575,2712,1068,31553
2147676,U9,2,B6,2024-07-20 19:28:58,18198,9576,2712,1068,31554
2149486,U9,1,B17,2024-07-20 19:35:52,21861,15867,5150,970,43848
2149551,U48420,1,B3,2024-07-20 19:36:10,39764,22150,6132,2141,70187
2150579,U9,1,B27,2024-07-20 19:40:10,15043,8329,2806,976,27154
2150695,U48420,1,B15,2024-07-20 19:40:37,75430,38862,17330,3229,134851
2152231,U48420,2,B17,2024-07-20 19:45:47,21882,15884,5152,972,43890
2152233,U48420,1,B17,2024-07-20 19:45:47,21883,15884,5152,972,43891
2153853,U48420,1,B35,2024-07-20 19:51:20,12329,9006,2749,513,24597
2153862,U48420,2,B35,2024-07-20 19:51:20,12329,9008,2750,513,24600
2186136,U48420,1,B3,2024-07-20 22:21:58,40816,22652,6224,2163,71855
2186595,U48420,1,B2,2024-07-20 22:23:43,40602,21422,7957,1988,71969
2186728,U48420,2,B5,2024-07-20 22:24:13,103317,68525,18936,4415,195193
2186731,U48420,1,B5,2024-07-20 22:24:13,103319,68526,18936,4415,195196
2187755,U48420,1,B4,2024-07-20 22:28:35,40470,20934,8135,2266,71805
2187764,U48420,3,B4,2024-07-20 22:28:35,40470,20934,8136,2266,71806
